,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
6842,37930,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,All others,3,Associate's degree (AA or AS),No,All Other,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,American Indian,West,Suburbs,Other,Version 2,.607580840587616,All other races,Non-white, New Mexico,Unfavorable,Minor changes,Yes,Omit,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
6844,37934,The Democratic candidate,,Male,The Democratic candidate,60-64,White 60+,7,Attended college but received no degree,No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 2,.685475826263428,White men,White,Missouri,Unfavorable,Major changes,No,Disapprove,Justified,Too tough,Other Christian,Whites are favored over minorities,Health care,Somewhat important
6848,37948,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,White 18-29,5,Attended college but received no degree,No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 2,.704029023647308,White men,White,Pennsylvania,Unfavorable,Minor changes,No,Approve,Justified,Too tough,None,Minorities are favored over whites,The economy,Somewhat important
6852,37956,The Republican candidate,The Republican candidate,Female,The Democratic candidate,40-44,White 30-44,3,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,Midwest,Rural,Other,Version 2,.528211832046509,White women,White,Wisconsin,Unfavorable,Major changes,No,Approve,Politically motivated,Too tough,Catholic,No group is favored,The economy,Somewhat important
6854,37964,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Black 45-59,1,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,.578905820846558,Black women,Non-white,Florida,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Immigration,Very important
6858,37976,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,19,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,South,Rural,Other,Version 2,2.24268126487732,White men,White,Texas,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Protestant,Minorities are favored over whites,Omit,Not at all important
6861,37983,The Democratic candidate,,Male,The Democratic candidate,18-24,All others,7,Bachelor's degree (BA or BS),No,All Other,Independent,Independent Men,Moderate,Moderate Independents,Asian,Midwest,"Cities 50,000-500,000",Other,Version 2,.330229938030243,All other races,Non-white,Missouri,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,The economy,Somewhat important
6868,37999,The Democratic candidate,The Republican candidate,Male,The Democratic candidate,50-59,White 45-59,1,Never attended college,No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Suburbs,White suburban men,Version 2,.626674234867096,White men,White, New Mexico,Favorable,Major changes,No,Disapprove,Politically motivated,About right,Other,Minorities are favored over whites,Health care,Somewhat important
6871,38009,The Democratic candidate,The Democratic candidate,Female,Other,50-59,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 2,.075103297829628,White women,White, Vermont,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Health care,Very important
6872,38011,The Republican candidate,The Republican candidate,Male,,60-64,All others,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,American Indian,South,Suburbs,Other,Version 2,.922063708305359,All other races,Non-white,Oklahoma,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Protestant,No group is favored,The economy,Not at all important
6875,38021,The Republican candidate,,Female,The Republican candidate,25-29,All others,7,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,Asian,Midwest,"Cities 50,000-500,000",Other,Version 2,.468999534845352,All other races,Non-white,Missouri,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,Health care,Not too important
6878,38028,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,3,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 2,.604541957378387,White men,White,Wisconsin,Omit,Major changes,No,Omit,Politically motivated,Not tough enough,Catholic,Minorities are favored over whites,Health care,Very important
6887,38060,The Republican candidate,The Republican candidate,Male,,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,South,"Cities 50,000-500,000",Other,Version 2,.143722802400589,White men,White,Arkansas,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Other,No group is favored,Gun policy,Not too important
6889,38063,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,All others,3,Bachelor's degree (BA or BS),No,All Other,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,American Indian,West,Suburbs,Other,Version 2,.607580840587616,All other races,Non-white, New Mexico,Omit,Major changes,Yes,Omit,Politically motivated,About right,Catholic,Whites are favored over minorities,Health care,Very important
6890,38065,The Democratic candidate,The Democratic candidate,Male,Other,60-64,White 60+,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 2,.142020389437675,White men,White, Vermont,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
6903,38100,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,3,Never attended college,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Rural,Other,Version 2,.584536850452423,White women,White,Wisconsin,Unfavorable,Major changes,No,Disapprove,Justified,Too tough,Other Christian,Minorities are favored over whites,The economy,Not too important
6910,38115,The Republican candidate,The Republican candidate,Female,The Republican candidate,40-44,White 30-44,25,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,"Cities over 500,000",Other,Version 2,1.15248167514801,White women,White,Texas,Unfavorable,Minor changes,No,Omit,Politically motivated,Too tough,Protestant,Whites are favored over minorities,Immigration,Somewhat important
6913,38121,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,7,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities 50,000-500,000",Other,Version 2,.598926961421967,White women,White,Missouri,Favorable,Minor changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
6924,38159,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,26,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 2,.957474648952484,White women,White,Texas,Favorable,Major changes,No,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
6925,38160,The Democratic candidate,,Female,The Democratic candidate,50-59,Black 45-59,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,.249984785914421,Black women,Non-white, Mississippi,Favorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,No group is favored,Health care,Very important
6929,38167,The Republican candidate,The Republican candidate,Male,The Republican candidate,25-29,White 18-29,3,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 2,.683795869350433,White men,White,Minnesota,Unfavorable,Major changes,No,Disapprove,Justified,Too tough,Protestant,Minorities are favored over whites,Immigration,Somewhat important
6933,38178,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,3,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 2,.669006288051605,White men,White,Wisconsin,Unfavorable,Major changes,No,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
6934,38179,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 2,.609381973743439,White men,White,Missouri,Unfavorable,Major changes,Yes,Disapprove,Justified,Too tough,Protestant,Minorities are favored over whites,Health care,Somewhat important
6939,38189,The Republican candidate,The Republican candidate,Female,Did not vote,30-39,White 30-44,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,"Cities 50,000-500,000",Other,Version 2,1.04448568820953,White women,White,Florida,Unfavorable,Major changes,No,Omit,Omit,Omit,Protestant,Whites are favored over minorities,Omit,Very important
6940,38192,The Democratic candidate,The Democratic candidate,Male,The Republican candidate,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 2,.226899296045303,White men,White, New Mexico,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Catholic,Minorities are favored over whites,The economy,Not at all important
6941,38193,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,White 45-59,9,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban men,Version 2,1.09104335308075,White men,White,Ohio,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,No group is favored,Health care,Somewhat important
6942,38194,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,Latino 45-59,16,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,Hispanic/Latino,South,"Cities over 500,000",Other,Version 2,.881309509277344,Latino women,Non-white,Texas,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Catholic,Omit,Omit,Omit
6949,38223,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,11,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,Midwest,Suburbs,White suburban women,Version 2,.778844833374023,White women,White, Michigan,Favorable,Minor changes,Yes,Disapprove,Justified,About right,Jewish,No group is favored,Health care,Somewhat important
6952,38228,The Republican candidate,The Republican candidate,Male,The Democratic candidate,65 or over,White 60+,6,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban men,Version 2,1.13274383544922,White men,White,Wisconsin,Unfavorable,Minor changes,No,Approve,Politically motivated,About right,Protestant,No group is favored,Health care,Somewhat important
