,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
7683,40563,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,6,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Women,Liberal,Liberal Independents,White,South,"Cities 50,000-500,000",Other,Version 3,1.17879724502563,White women,White,Florida,A few times a month,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Women with children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Other
7684,40567,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,Latino 60+,2,Never attended college,Yes,Latino Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Hispanic/Latino,West,Rural,Other,Version 3,.314352810382843,Latino men,Non-white, New Mexico,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,Yes,Catholic
7690,40599,The Democratic candidate,The Democratic candidate,Female,,50-59,White 45-59,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,South,"Cities 50,000-500,000",Other,Version 3,.473541647195816,White women,White,Oklahoma,A few times a month,Protestant/Do not attend weekly,"Yes, both boys and girls",Yes,Yes,Yes,Yes,Gun policy,Yes,Women with children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Protestant
7704,40667,The Democratic candidate,The Democratic candidate,Female,,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 3,.473541647195816,White women,White,Oklahoma,Never,All others,"Yes, only girls",Yes,Yes,No,Yes,Health care,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,Other Christian
7707,40686,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 3,.962132751941681,White women,White,Pennsylvania,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,Immigration,Yes,Women without children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Protestant
7712,40708,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,3,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Suburbs,White suburban men,Version 3,.11751364916563,White men,White, Utah,Once a week or more,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,The economy,Yes,Men with children,Somewhat approve,Somewhat important,The Republican Party,Support,Not too serious,Married men,Yes,Other Christian
7720,40736,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 3,.313378393650055,White men,White, Nebraska,Once a week or more,Catholic/Attend weekly,"Yes, both boys and girls",No,Yes,Yes,Yes,Immigration,Yes,Men with children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,Yes,Catholic
7721,40737,The Democratic candidate,The Democratic candidate,Female,,65 or over,White 60+,1,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 3,.844070553779602,White women,White,Oklahoma,A few times a year,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Catholic
7724,40750,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Suburbs,White suburban men,Version 3,1.37698936462402,White men,White,Pennsylvania,A few times a month,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,Other
7730,40789,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Rural,Other,Version 3,.101346433162689,White women,White,Wyoming,Once a week or more,Protestant/Attend weekly,No children in home,No,No,No,No,Immigration,Yes,Women without children,Strongly approve,Very important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Protestant
7734,40804,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,6,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,South,"Cities 50,000-500,000",Other,Version 3,1.17879724502563,Latino women,Non-white,Florida,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Gun policy,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,Other Christian
7736,40818,The Democratic candidate,The Democratic candidate,Female,,60-64,White 60+,7,Attended college but received no degree,No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,South,Rural,Other,Version 3,.953072786331177,White women,White,Alabama,A few times a year,All others,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,Other Christian
7767,40969,The Republican candidate,,Female,The Republican candidate,50-59,White 45-59,4,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 3,.137711301445961,White women,White, Utah,Once a week or more,All others,No children in home,No,No,No,No,Immigration,Yes,Women without children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Other Christian
7773,41003,The Republican candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,West,Rural,Other,Version 3,.107884913682938,White men,White,Wyoming,A few times a year,Catholic/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,Gun policy,Yes,Men with children,Somewhat disapprove,Not too important,The Democratic Party,Oppose,Somewhat serious,Married men,Yes,Catholic
7774,41005,The Democratic candidate,The Democratic candidate,Female,,65 or over,White 60+,7,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,South,Rural,Other,Version 3,.953072786331177,White women,White,Alabama,Never,All others,No children in home,No,No,No,No,Gun policy,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,None
7786,41054,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,White 45-59,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,West,Rural,Other,Version 3,.0651713088154793,White men,White,Wyoming,A few times a year,All others,No children in home,No,No,No,No,The economy,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,Yes,Other
7789,41067,The Republican candidate,The Republican candidate,Female,Other,50-59,White 45-59,3,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Liberal,Mod./Liberal Republicans,White,West,Suburbs,White suburban women,Version 3,.620758175849915,White women,White,California,Once a week or more,All others,No children in home,Yes,No,No,No,The economy,No,Women without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Very serious,Non married women,Yes,Other Christian
7797,41116,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Rural,Other,Version 3,.0571679994463921,White women,White,Wyoming,Never,Catholic/Do not attend weekly,"Yes, only boys",No,Yes,Yes,No,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Catholic
7805,41144,The Democratic candidate,,Male,The Republican candidate,30-39,White 30-44,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Suburbs,White suburban men,Version 3,.075567714869976,White men,White, Utah,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Men with children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,Yes,None
7807,41149,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,West,Rural,Other,Version 3,.0980738550424576,White men,White,Wyoming,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,Yes,Catholic
7808,41164,The Republican candidate,,Male,The Republican candidate,30-39,White 30-44,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Suburbs,White suburban men,Version 3,.137711301445961,White men,White, Utah,Once a week or more,All others,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Men with children,Strongly approve,Not too important,The Democratic Party,Oppose,Somewhat serious,Married men,No,Other Christian
7812,41180,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,White 18-29,3,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,West,Suburbs,White suburban men,Version 3,.339029490947723,White men,White,California,A few times a month,All others,No children in home,No,No,No,No,The economy,No,Men without children,Strongly approve,Somewhat important,The Democratic Party,Omit,Somewhat serious,Non married men,Yes,Other
7824,41217,The Republican candidate,The Republican candidate,Female,The Republican candidate,30-39,All others,1,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,American Indian,West,Rural,Other,Version 3,.107884913682938,All other races,Non-white,Wyoming,A few times a month,All others,No children in home,Yes,No,No,No,Omit,Yes,Women without children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Other Christian
7826,41226,The Republican candidate,,Male,The Republican candidate,60-64,White 60+,4,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Suburbs,White suburban men,Version 3,.137711301445961,White men,White, Utah,Once a week or more,All others,No children in home,No,No,No,No,The economy,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married men,No,Other Christian
7828,41232,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,White 30-44,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Men,Liberal,Liberal Independents,White,East,Suburbs,White suburban men,Version 3,.897891402244568,White men,White,Pennsylvania,A few times a month,All others,"Yes, only boys",No,Yes,Yes,No,Health care,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,Other
