ID,SENIN18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRAUNLIB,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,DONNELLYLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBRAUN,FAVDEM2,FAVDONNELLY,FAVMCONL,FAVPARTY,FAVPELOSI,FAVPENCE,FAVREP2,FAVSENIN18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVIN18,KAVIN18A,KAVIN18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN_1,TIME18SENMONTH_1,TIME18SENWEEK_1,TIME18SEN_2,TRADE18,TRADEBRAUN,TRADEDONNELLY,TRADEIN18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
31923,Mike Braun, ,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, , ,Call 1,8, , , ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates, ,Unfavorable, , ,Only Republican Party, , ,Favorable, ,Better, , ,5, , , , ,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white", , , , ,No, ,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,105,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,Helped,Election day exit poll, , , , ,No impact, , , , , , ,Version 4, , ,1.72046291828156,No, , , 
31927,Joe Donnelly, ,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete, ,Yes,Call 1,9, , , ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites, , , , , , , , , , , , ,4, ,Major changes, , ,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care, , , ,No, ,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Moderate,38,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire, ,Black,Non-white,Black,Midwest,Justified,The Democratic candidate,Female,Black women, , , ,Suburbs,Suburbs,Indiana,Other,Hurt,Election day exit poll,In the last week,In the last month,In the last week, , ,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1, ,Other,.488367319107056,No,All others, , 
31930,Joe Donnelly, ,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete, , ,Call 1,5, ,The Democratic Party, ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable, ,Omit, , ,Omit,Only Joe Donnelly,Better,To express opposition to Donald Trump,No,3, , , ,No, , , , , , , , , , ,No, , , ,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,78,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Is willing to compromise,Black,Non-white,Black,Midwest, ,The Democratic candidate,Female,Black women,Somewhat serious,Serious, ,"Cities over 500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , ,Helped, , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 2, , ,.375251591205597, , ,Very important,Important
31931,Mike Braun, ,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,7, , , ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Omit, ,Favorable, , , , , ,Omit, ,To express support for Donald Trump,No,3, , , , , , , , , , , , , , ,No, , , ,45+,65+, , , , , , , , ,76, , ,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Male,White men, , , ,"Cities over 500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , , , , , , , , ,Version 2, , ,1.1175901889801, , , , 
31932,Joe Donnelly, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , ,Call 1,9, ,The Democratic Party, ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable, ,Only Democratic Party, , ,Unfavorable,Only Joe Donnelly,About the same,Donald Trump was not a factor,No,5, , , ,No, , , , , , , , , , ,No, , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,82,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest, ,The Democratic candidate,Female,White women,Very serious,Serious, ,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , ,No impact, , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 2, , ,.534119069576263, , ,Very important,Important
31934,Mike Braun, ,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,5, , , ,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates, , , , , , , , , , , , ,2, ,Minor changes, , ,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care, , , ,No,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,20,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women, , ,Non married women,Rural,Small Cities/Rural,Indiana,Other,No impact,Election day exit poll,Before that,Before that,Before that, , ,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat approve,Strongly approve,About right,Version 1, ,Donald Trump,1.01582324504852,Yes,White Born-again/Evangelical Christians, , 
31939,Mike Braun, ,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, , ,Call 1,3, , , ,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates, , , , , ,Unfavorable, , , , , , ,2, ,Major changes, ,No, , , , , , ,Immigration, , , ,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,98,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women, , , ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , , , , , , , ,About right,Version 2, , ,.825925409793854, , , , 
31943,Joe Donnelly, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,5, , , ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates, , , , , , , , , , , , ,4, ,Major changes, , ,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy, , , ,No,Yes,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,24,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire, ,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men, , ,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,No impact,Election day exit poll,In the last month,In the last month,Before that, , ,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1, ,Other,.705890238285065,No,All others, , 
31953,Mike Braun, ,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,7, , , ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates, , , , , , , , , , , , ,3, , , , , , , , , , , , , , ,No, ,Excellent,Excellent or good,45+,65+, , , , , , , , ,76, , ,White,White,State questionnaire, ,White,White,White,Midwest, ,The Republican candidate,Female,White women, , , ,"Cities over 500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll,In the last month,In the last month,Before that, , ,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun, , , ,Version 1, , ,1.00512111186981, , , , 
31965,Joe Donnelly, ,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Black 30-44,Complete, ,No,Call 1,5, , , ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites, , , , , , , , , , , , ,4, ,Major changes, , ,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care, , , ,Yes,Yes,Not so good,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Liberal,31,Conservative Republicans,Mod./Liberal Republicans,Other,Black,State questionnaire, ,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,Justified,The Democratic candidate,Male,Latino men, , ,Married men,Suburbs,Suburbs,Indiana,Other,Hurt,Election day exit poll,Omit,Omit,Omit, , ,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1, ,Hillary Clinton,.451336085796356,No,All others, , 
31966,Joe Donnelly, ,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,9, , , ,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates, , , , , , , , , , , , ,5, ,Major changes, , ,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care, , , ,No,Yes,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,10,Liberal Democrats,Liberal Democrats,White,White,State questionnaire, ,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men, , ,Married men,Suburbs,Suburbs,Indiana,White suburban men,No impact,Election day exit poll,Before that,Before that,Before that, , ,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1, ,Didn't vote,.810028254985809,Yes,All others, , 
31967,Mike Braun, ,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,6, , , ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates, , , , , , , , , , , , ,2, ,Major changes, , ,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care, , , ,No,Yes,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,15,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men, , ,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,Helped,Election day exit poll,Before that,Before that,Before that, , ,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat approve,Somewhat approve,About right,Version 1, ,Donald Trump,.523200213909149,No,All others, , 
31977,Mike Braun, ,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,4, , , ,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates, , , , , , , , , , , , ,2, ,No changes at all, , ,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration, , , ,No,No,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,7,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men, , ,Non married men,Suburbs,Suburbs,Indiana,White suburban men,No impact,Election day exit poll,In the last month,In the last month,Before that, , ,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,About right,Version 1, ,Donald Trump,.718406856060028,Yes,All others, , 
31985,Mike Braun, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,9, , , ,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates, , , , , , , , , , , , ,4, ,Major changes, , ,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy, , , ,No,Yes,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,38,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men, , ,Married men,Suburbs,Suburbs,Indiana,White suburban men,Helped,Election day exit poll,Before that,Before that,Before that, , ,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1, ,Donald Trump,1.29695820808411,No,All others, , 
31989,Joe Donnelly, ,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,White 30-44,Complete, , ,Call 1,5, ,The Democratic Party, ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable, ,Only Democratic Party, , ,Unfavorable,Both,Worse,To express opposition to Donald Trump,Yes,3, , , ,Yes, , , , , , , , , , ,Yes, , , ,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,78,Liberal Democrats,Liberal Democrats,Other,White,State questionnaire,Shares my view of government,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest, ,The Democratic candidate,Female,Latino women,Very serious,Serious, ,"Cities over 500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , ,Hurt, , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 2, , ,.424982786178589, , ,Very important,Important
31993,Lucy Brenton, ,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,6, , , ,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates, , , , , , , , , , , , ,5, ,Major changes, , ,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care, , , ,No,Yes,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,6,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,Other,Female,White women, , ,Married women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Other,Hurt,Election day exit poll,In the last few days,In the last month,In the last week, , ,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat disapprove,Somewhat disapprove,About right,Version 1, ,Other,.696845412254334,Yes,White Born-again/Evangelical Christians, , 
31995,Joe Donnelly, ,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,5, , , ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates, , , , , , , , , , , , ,4, ,Omit, , , , , , , , ,Health care, , , ,No,Yes,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,24,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire, ,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men, , ,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,Omit,Election day exit poll,Before that,Before that,Before that, , ,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1, ,Hillary Clinton,.587740004062653,No,All others, , 
