,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
6587,37191,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 4,1.01337087154388,White men,White, Michigan,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,$200.000 or more,"Over $50,000 and white",No,Good,Helped,Helped,Becoming more divided
6588,37192,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 4,1.01337087154388,White men,White, Michigan,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,$200.000 or more,"Over $50,000 and white",No,Good,Helped,Helped,Becoming more divided
6589,37193,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 4,.844331026077271,White women,White,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$100,000-$199,999","Over $50,000 and white",No,Not so good,Hurt,Hurt,Becoming more divided
6598,37217,The Republican candidate,The Republican candidate,Female,Other,60-64,White 60+,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 4,.580942451953888,White women,White, Nebraska,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,"Under $30,000","Under $50,000 and white",No,Good,No impact,No impact,Becoming more divided
6601,37229,The Democratic candidate,The Democratic candidate,Male,,18-24,White 18-29,6,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,South,Suburbs,White suburban men,Version 4,.338372468948364,White men,White,Alabama,Seriously off on the wrong track,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Not so good,No impact,Hurt,Becoming more divided
6602,37232,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,40-44,Black 30-44,4,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,Midwest,"Cities over 500,000",Other,Version 4,.573257625102997,Black men,Non-white,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and non white",No,Not so good,Hurt,Hurt,Becoming more divided
6604,37235,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban men,Version 4,.628723621368408,White men,White,Wisconsin,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,$200.000 or more,"Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
6606,37239,The Democratic candidate,The Democratic candidate,Male,Other,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Rural,Other,Version 4,.0926070287823677,White men,White, Vermont,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Not so good,No impact,Hurt,Becoming more divided
6614,37259,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,2,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 4,.302418023347855,White women,White, Nebraska,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Excellent,Helped,Helped,Staying about the same
6615,37260,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,45-49,White 45-59,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 4,.474974572658539,White women,White,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,Helped,Hurt,Becoming more divided
6616,37263,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,8,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban women,Version 4,1.03154170513153,White women,White,Wisconsin,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,"Under $30,000","Under $50,000 and white",No,Not so good,No impact,Helped,Staying about the same
6617,37267,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,All others,4,Bachelor's degree (BA or BS),No,All Other,Independent,Independent Women,Moderate,Moderate Independents,Other,Midwest,"Cities over 500,000",Other,Version 4,.657657146453857,All other races,Non-white,Wisconsin,Seriously off on the wrong track,Omit,Omit,Omit,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and non white",No,Not so good,Hurt,Hurt,Becoming more divided
6619,37272,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,3,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 4,.777998566627502,White men,White,Minnesota,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more united
6621,37275,The Republican candidate,The Republican candidate,Male,The Democratic candidate,45-49,White 45-59,5,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 4,.628723621368408,White men,White,Wisconsin,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,Better,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and white",No,Good,Helped,No impact,Becoming more divided
6630,37314,The Republican candidate,The Republican candidate,Female,,50-59,White 45-59,6,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 4,.485361784696579,White women,White,Alabama,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
6644,37348,The Democratic candidate,,Female,The Democratic candidate,50-59,Black 45-59,2,Never attended college,No,Black Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Black,South,Rural,Other,Version 4,.253231346607208,Black women,Non-white, Mississippi,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"Under $30,000","Under $50,000 and non white",No,Not so good,No impact,Hurt,Becoming more divided
6646,37358,The Democratic candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,8,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,"Cities 50,000-500,000",Other,Version 4,.515000343322754,White men,White,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Not so good,Helped,No impact,Becoming more divided
6647,37361,The Republican candidate,The Republican candidate,Male,The Republican candidate,60-64,White 60+,3,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 4,1.38299667835236,White men,White,Minnesota,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,Helped,Helped,Staying about the same
6651,37375,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,40-44,Black 30-44,4,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,Midwest,"Cities over 500,000",Other,Version 4,.573257625102997,Black men,Non-white,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and non white",No,Not so good,Hurt,Hurt,Becoming more divided
6652,37376,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,White 45-59,3,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 4,.285380393266678,White women,White, Nebraska,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,Hurt,Staying about the same
6653,37377,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,8,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,South,Suburbs,White suburban men,Version 4,1.58544433116913,White men,White,Florida,Generally going in the right direction,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,Hurt,Hurt,Becoming more divided
6654,37380,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 4,.302418023347855,White women,White, Nebraska,Seriously off on the wrong track,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and white",No,Good,No impact,No impact,Becoming more divided
6661,37396,The Republican candidate,The Republican candidate,Male,The Democratic candidate,50-59,White 45-59,6,Attended college but received no degree,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban men,Version 4,.788102388381958,White men,White,Minnesota,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,"$30,000-$49,999","Under $50,000 and white",No,Excellent,No impact,No impact,Becoming more divided
6664,37409,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,4,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,Midwest,"Cities over 500,000",Other,Version 4,.657657146453857,White women,White,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"Under $30,000","Under $50,000 and white",No,Not so good,No impact,Hurt,Becoming more divided
